         58140714 function calls (58122759 primitive calls) in 162.026 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 backend_agg.py:112(_update_methods)
       28    0.000    0.000    0.006    0.000 backend_agg.py:131(draw_path)
       52    0.001    0.000    0.030    0.001 backend_agg.py:188(draw_text)
       52    0.000    0.000    0.037    0.001 backend_agg.py:215(get_text_width_height_descent)
        1    0.000    0.000    0.001    0.001 backend_agg.py:22(<module>)
       52    0.000    0.000    0.000    0.000 backend_agg.py:264(get_canvas_width_height)
      104    0.001    0.000    0.050    0.000 backend_agg.py:268(_get_agg_font)
      104    0.000    0.000    0.000    0.000 backend_agg.py:281(points_to_pixels)
        2    0.000    0.000    0.000    0.000 backend_agg.py:294(clear)
        8    0.000    0.000    0.000    0.000 backend_agg.py:297(option_image_nocomposite)
        1    0.000    0.000    0.000    0.000 backend_agg.py:389(FigureCanvasAgg)
      4/2    0.000    0.000    0.270    0.135 backend_agg.py:400(draw)
        4    0.000    0.000    0.001    0.000 backend_agg.py:412(get_renderer)
      104    0.000    0.000    0.000    0.000 backend_agg.py:55(get_hinting_flag)
        1    0.000    0.000    0.000    0.000 backend_agg.py:612(_BackendAgg)
        1    0.000    0.000    0.000    0.000 backend_agg.py:71(RendererAgg)
        2    0.000    0.000    0.000    0.000 backend_agg.py:90(__init__)
      132    0.000    0.000    0.000    0.000 backend_bases.py:1000(get_hatch_color)
      132    0.000    0.000    0.000    0.000 backend_bases.py:1008(get_hatch_linewidth)
      132    0.000    0.000    0.000    0.000 backend_bases.py:1012(get_sketch_params)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1052(TimerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1207(Event)
        1    0.000    0.000    0.000    0.000 backend_bases.py:121(RendererBase)
      155    0.001    0.000    0.001    0.000 backend_bases.py:1222(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1228(DrawEvent)
        4    0.000    0.000    0.000    0.000 backend_bases.py:1250(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1255(ResizeEvent)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1269(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1274(CloseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1278(LocationEvent)
      147    0.004    0.000    0.122    0.001 backend_bases.py:1304(__init__)
      147    0.001    0.000    0.001    0.000 backend_bases.py:1339(_update_enter_leave)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1366(MouseButton)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1374(MouseEvent)
        2    0.000    0.000    0.000    0.000 backend_bases.py:142(__init__)
      142    0.003    0.000    0.123    0.001 backend_bases.py:1425(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1449(PickEvent)
      200    0.000    0.000    0.000    0.000 backend_bases.py:147(open_group)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1490(KeyEvent)
      200    0.000    0.000    0.000    0.000 backend_bases.py:154(close_group)
        5    0.000    0.000    0.000    0.000 backend_bases.py:1580(_check_savefig_extra_args)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1644(FigureCanvasBase)
        4    0.000    0.000    0.000    0.000 backend_bases.py:1685(__init__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1704(_fix_ipython_backend2gui)
        4    0.000    0.000    0.000    0.000 backend_bases.py:1738(is_saving)
        1    0.000    0.000    0.002    0.002 backend_bases.py:1745(pick)
        4    0.000    0.000    0.000    0.000 backend_bases.py:1755(draw_event)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1761(resize_event)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1770(close_event)
        1    0.000    0.000    0.002    0.002 backend_bases.py:1839(button_press_event)
        1    0.000    0.000    0.001    0.001 backend_bases.py:1856(button_release_event)
      140    0.002    0.000    0.154    0.001 backend_bases.py:1880(motion_notify_event)
        5    0.000    0.000    0.000    0.000 backend_bases.py:1905(leave_notify_event)
        5    0.000    0.000    0.004    0.001 backend_bases.py:1921(enter_notify_event)
      147    0.001    0.000    0.113    0.001 backend_bases.py:1950(inaxes)
      147    0.001    0.000    0.110    0.001 backend_bases.py:1964(<listcomp>)
        4    0.000    0.000    0.000    0.000 backend_bases.py:1994(draw)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2021(get_width_height)
       20    0.000    0.000    0.000    0.000 backend_bases.py:2278(mpl_connect)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2333(mpl_disconnect)
        1    0.000    0.000    0.004    0.004 backend_bases.py:26(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2606(button_press_handler)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2625(NonGuiException)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2630(FigureManagerBase)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2688(__init__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2708(notify_axes_change)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2749(button_press)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2772(_Mode)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2785(NavigationToolbar2)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2843(__init__)
      140    0.001    0.000    0.001    0.000 backend_bases.py:2944(_update_cursor)
      8/4    0.000    0.000    0.213    0.053 backend_bases.py:2962(_wait_cursor_for_draw_cm)
      140    0.001    0.000    0.027    0.000 backend_bases.py:2984(mouse_move)
       20    0.000    0.000    0.000    0.000 backend_bases.py:2995(<listcomp>)
        2    0.000    0.000    0.000    0.000 backend_bases.py:3009(_zoom_pan_handler)
        2    0.000    0.000    0.000    0.000 backend_bases.py:3273(update)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3282(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3437(StatusbarBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3460(_Backend)
        2    0.000    0.000    0.165    0.082 backend_bases.py:3487(new_figure_manager)
        2    0.000    0.000    0.000    0.000 backend_bases.py:3503(draw_if_interactive)
        2    0.000    0.000    7.596    3.798 backend_bases.py:3510(show)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3548(export)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3563(Show)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3571(ShowBase)
       52    0.000    0.000    0.000    0.000 backend_bases.py:640(flipy)
      132    0.000    0.000    0.003    0.000 backend_bases.py:659(new_gc)
        1    0.000    0.000    0.000    0.000 backend_bases.py:733(GraphicsContextBase)
      132    0.001    0.000    0.003    0.000 backend_bases.py:736(__init__)
      132    0.000    0.000    0.000    0.000 backend_bases.py:777(restore)
      132    0.000    0.000    0.000    0.000 backend_bases.py:806(get_clip_path)
      132    0.000    0.000    0.000    0.000 backend_bases.py:816(get_dashes)
      132    0.000    0.000    0.000    0.000 backend_bases.py:856(get_snap)
       76    0.000    0.000    0.000    0.000 backend_bases.py:867(set_alpha)
       80    0.000    0.000    0.000    0.000 backend_bases.py:884(set_antialiased)
       80    0.000    0.000    0.000    0.000 backend_bases.py:889(set_capstyle)
        4    0.000    0.000    0.000    0.000 backend_bases.py:894(set_clip_rectangle)
      132    0.000    0.000    0.002    0.000 backend_bases.py:900(set_clip_path)
       28    0.000    0.000    0.000    0.000 backend_bases.py:911(set_dashes)
      208    0.000    0.000    0.000    0.000 backend_bases.py:937(set_foreground)
       80    0.000    0.000    0.000    0.000 backend_bases.py:957(set_joinstyle)
       80    0.000    0.000    0.000    0.000 backend_bases.py:962(set_linewidth)
      132    0.000    0.000    0.000    0.000 backend_bases.py:966(set_url)
       80    0.000    0.000    0.000    0.000 backend_bases.py:974(set_snap)
      132    0.000    0.000    0.000    0.000 backend_bases.py:989(get_hatch)
      132    0.000    0.000    0.000    0.000 backend_bases.py:993(get_hatch_path)
        1    0.000    0.000    0.000    0.000 backend_cairo.py:7(<module>)
        1    0.000    0.000    0.001    0.001 backend_gtk3agg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:11(ToolEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:20(ToolTriggerEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:27(ToolManagerMessageEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:39(ToolManager)
        1    0.000    0.000    0.002    0.002 backend_qt5.py:1(<module>)
        1    0.000    0.000    0.003    0.003 backend_qt5agg.py:3(<module>)
        1    0.000    0.000    0.007    0.007 backend_tkagg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:19(_BackendTkAgg)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:7(FigureCanvasTkAgg)
      4/2    0.000    0.000    0.277    0.138 backend_tkagg.py:8(draw)
        1    0.000    0.000    0.000    0.000 backend_tools.py:1030(ToolCopyToClipboardBase)
        1    0.000    0.000    0.001    0.001 backend_tools.py:12(<module>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:160(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:248(SetCursorBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:31(Cursors)
        1    0.000    0.000    0.000    0.000 backend_tools.py:319(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 backend_tools.py:366(RubberbandBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:394(ToolQuit)
        1    0.000    0.000    0.000    0.000 backend_tools.py:40(ToolBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:404(ToolQuitAll)
        1    0.000    0.000    0.000    0.000 backend_tools.py:414(_ToolEnableAllNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:424(ToolEnableAllNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:429(_ToolEnableNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:439(ToolEnableNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:444(ToolGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:459(ToolMinorGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:474(ToolFullScreen)
        1    0.000    0.000    0.000    0.000 backend_tools.py:487(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:504(ToolYScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:514(ToolXScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:524(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 backend_tools.py:682(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:694(ToolHome)
        1    0.000    0.000    0.000    0.000 backend_tools.py:703(ToolBack)
        1    0.000    0.000    0.000    0.000 backend_tools.py:712(ToolForward)
        1    0.000    0.000    0.000    0.000 backend_tools.py:721(ConfigureSubplotsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:728(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:736(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:800(ToolZoom)
        1    0.000    0.000    0.000    0.000 backend_tools.py:926(ToolPan)
        1    0.000    0.000    0.000    0.000 backend_tools.py:992(ToolHelpBase)
        2    0.000    0.000    0.000    0.000 base.py:100(get_default_screen)
        1    0.000    0.000    0.000    0.000 base.py:116(Screen)
        4    0.000    0.000    0.000    0.000 base.py:119(__init__)
        1    0.000    0.000    0.000    0.000 base.py:127(EventLoop)
        1    0.000    0.000    0.000    0.000 base.py:134(__init__)
        2    0.000    0.000    0.000    0.000 base.py:140(get_gl_attributes)
        1    0.000    0.000    0.000    0.000 base.py:145(__init__)
        2    0.000    0.000    0.000    0.000 base.py:147(<listcomp>)
        2    0.000    0.000    0.106    0.053 base.py:164(get_best_config)
        1    0.000    0.000    0.000    0.000 base.py:198(CanvasConfig)
      400    0.000    0.000    0.000    0.000 base.py:210(__init__)
        1    0.000    0.000    0.000    0.000 base.py:237(ObjectSpace)
        2    0.000    0.000    0.000    0.000 base.py:238(__init__)
        1    0.000    0.000    0.000    0.000 base.py:244(Context)
        2    0.000    0.000    0.000    0.000 base.py:278(<lambda>)
        2    0.000    0.000    0.000    0.000 base.py:288(<lambda>)
        2    0.000    0.000    0.000    0.000 base.py:297(<lambda>)
        1    0.000    0.000    0.000    0.000 base.py:301(ScreenMode)
        2    0.000    0.000    0.000    0.000 base.py:302(__init__)
        2    0.000    0.000    0.000    0.000 base.py:315(attach)
     2764    0.060    0.000    0.104    0.000 base.py:325(set_current)
        1    0.000    0.000    0.000    0.000 base.py:349(Canvas)
        4    0.000    0.000    0.000    0.000 base.py:358(__init__)
        3    0.000    0.000    0.002    0.001 base.py:36(<module>)
        1    0.000    0.000    0.000    0.000 base.py:41(Config)
        1    0.000    0.000    0.000    0.000 base.py:42(Display)
        1    0.000    0.000    0.000    0.000 base.py:50(PlatformEventLoop)
        1    0.000    0.000    0.000    0.000 base.py:55(__init__)
        1    0.000    0.000    0.000    0.000 base.py:60(__init__)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:182(BezierSegment)
        1    0.000    0.000    0.000    0.000 bezier.py:25(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:101(BlockingMouseInput)
        1    0.000    0.000    0.005    0.005 blocking_input.py:20(<module>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:271(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 blocking_input.py:32(BlockingInput)
        1    0.000    0.000    0.000    0.000 blocking_input.py:330(BlockingKeyMouseInput)
        1    0.000    0.000    0.000    0.000 box.py:1(<module>)
        1    0.000    0.000    0.000    0.000 box.py:24(__init__)
